========================================================================================================================
RÉSULTATS BM25 - ÉVALUATION COMPLÈTE
========================================================================================================================

========================================================================================================================
📈 MÉTRIQUES GLOBALES MOYENNES
========================================================================================================================
MAP (Mean Average Precision):        0.5325
MAP Interpolée:                      0.5438
Mean P@5:                            0.7267
Mean P@10:                           0.6500
Mean R-Precision:                    0.5135
MRR (Mean Reciprocal Rank):          0.9075
Mean DCG@20:                         65.8778
Mean nDCG@20:                        1.0000
========================================================================================================================

========================================================================================================================
REQUÊTE 1
========================================================================================================================
Documents pertinents (R): 37
Documents pertinents trouvés: 37

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0358
F-Mesure:            0.0692
P@5:                 1.0000
P@10:                0.9000
R-Precision:         0.7297
Reciprocal Rank:     1.0000
Average Precision:   0.8237
AP Interpolée:       0.8369
DCG@20:              37.4276
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
937    930      ✗        -            -           
938    931      ✗        -            -           
939    932      ✗        -            -           
940    933      ✗        -            -           
941    934      ✗        -            -           
942    935      ✗        -            -           
943    936      ✗        -            -           
944    937      ✗        -            -           
945    938      ✗        -            -           
946    939      ✗        -            -           
947    940      ✗        -            -           
948    941      ✗        -            -           
949    942      ✗        -            -           
950    943      ✗        -            -           
951    944      ✗        -            -           
952    945      ✗        -            -           
953    946      ✗        -            -           
954    947      ✗        -            -           
955    948      ✗        -            -           
956    949      ✗        -            -           
957    950      ✗        -            -           
958    951      ✗        -            -           
959    952      ✗        -            -           
960    953      ✗        -            -           
961    954      ✗        -            -           
962    956      ✗        -            -           
963    957      ✗        -            -           
964    958      ✗        -            -           
965    959      ✗        -            -           
966    960      ✗        -            -           
967    961      ✗        -            -           
968    963      ✗        -            -           
969    964      ✗        -            -           
970    965      ✗        -            -           
971    966      ✗        -            -           
972    967      ✗        -            -           
973    968      ✗        -            -           
974    969      ✗        -            -           
975    970      ✗        -            -           
976    971      ✗        -            -           
977    972      ✗        -            -           
978    973      ✗        -            -           
979    974      ✗        -            -           
980    975      ✗        -            -           
981    976      ✗        -            -           
982    977      ✗        -            -           
983    978      ✗        -            -           
984    979      ✗        -            -           
985    980      ✗        -            -           
986    981      ✗        -            -           
987    982      ✗        -            -           
988    983      ✗        -            -           
989    984      ✗        -            -           
990    985      ✗        -            -           
991    986      ✗        -            -           
992    987      ✗        -            -           
993    988      ✗        -            -           
994    989      ✗        -            -           
995    990      ✗        -            -           
996    991      ✗        -            -           
997    993      ✗        -            -           
998    994      ✗        -            -           
999    995      ✗        -            -           
1000   996      ✗        -            -           
1001   997      ✗        -            -           
1002   1001     ✗        -            -           
1003   1002     ✗        -            -           
1004   1003     ✗        -            -           
1005   1004     ✗        -            -           
1006   1005     ✗        -            -           
1007   1006     ✗        -            -           
1008   1007     ✗        -            -           
1009   1008     ✗        -            -           
1010   1009     ✗        -            -           
1011   1010     ✗        -            -           
1012   1011     ✗        -            -           
1013   1012     ✗        -            -           
1014   1013     ✗        -            -           
1015   1014     ✗        -            -           
1016   1015     ✗        -            -           
1017   1016     ✗        -            -           
1018   1017     ✗        -            -           
1019   1018     ✗        -            -           
1020   1019     ✗        -            -           
1021   1020     ✗        -            -           
1022   1021     ✗        -            -           
1023   1022     ✗        -            -           
1024   1023     ✗        -            -           
1025   1024     ✗        -            -           
1026   1025     ✗        -            -           
1027   1026     ✗        -            -           
1028   1027     ✗        -            -           
1029   1028     ✗        -            -           
1030   1029     ✗        -            -           
1031   1030     ✗        -            -           
1032   1032     ✗        -            -           
1033   1033     ✗        -            -           


========================================================================================================================
REQUÊTE 19
========================================================================================================================
Documents pertinents (R): 27
Documents pertinents trouvés: 27

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0261
F-Mesure:            0.0509
P@5:                 0.8000
P@10:                0.8000
R-Precision:         0.5556
Reciprocal Rank:     1.0000
Average Precision:   0.5323
AP Interpolée:       0.5300
DCG@20:              58.4906
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
------------------------------------------------------------------------------------------------------------------------
1      861      ✓        0.0370       1.0000      
2      847      ✓        0.0741       1.0000      
3      844      ✓        0.1111       1.0000      
4      859      ✓        0.1481       1.0000      
5      863      ✗        -            -           
6      864      ✓        0.1852       0.8333      
7      555      ✓        0.2222       0.8571      
8      551      ✗        -            -           
9      564      ✓        0.2593       0.7778      
10     562      ✓        0.2963       0.8000      
11     865      ✓        0.3333       0.8182      
12     545      ✓        0.3704       0.8333      
13     547      ✗        -            -           
14     880      ✗        -            -           
15     518      ✗        -            -           
16     1018     ✗        -            -           
17     678      ✗        -            -           
18     860      ✓        0.4074       0.6111      
19     866      ✓        0.4444       0.6316      
20     591      ✗        -            -           
21     552      ✗        -            -           
22     554      ✗        -            -           
23     563      ✓        0.4815       0.5652      
24     858      ✓        0.5185       0.5833      
25     590      ✗        -            -           
26     854      ✓        0.5556       0.5769      
27     869      ✗        -            -           
28     694      ✗        -            -           
29     225      ✗        -            -           
30     581      ✗        -            -           
31     947      ✗        -            -           
32     695      ✗        -            -           
33     593      ✗        -            -           
34     584      ✗        -            -           
35     556      ✗        -            -           
36     558      ✗        -            -           
37     1006     ✗        -            -           
38     671      ✗        -            -           
39     775      ✗        -            -           
40     745      ✗        -            -           
41     588      ✗        -            -           
42     544      ✓        0.5926       0.3810      
43     582      ✗        -            -           
44     932      ✗        -            -           
45     940      ✗        -            -           
46     848      ✗        -            -           
47     41       ✗        -            -           
48     177      ✗        -            -           
49     29       ✗        -            -           
50     550      ✓        0.6296       0.3400      
51     553      ✗        -            -           
52     135      ✗        -            -           
53     600      ✗        -            -           
54     673      ✗        -            -           
55     594      ✗        -            -           
56     548      ✗        -            -           
57     725      ✗        -            -           
58     585      ✗        -            -           
59     661      ✗        -            -           
60     577      ✗        -            -           
61     597      ✗        -            -           
62     448      ✗        -            -           
63     457      ✗        -            -           
64     845      ✓        0.6667       0.2812      
65     698      ✗        -            -           
66     950      ✗        -            -           
67     675      ✗        -            -           
68     87       ✗        -            -           
69     856      ✓        0.7037       0.2754      
70     442      ✗        -            -           
71     850      ✗        -            -           
72     598      ✗        -            -           
73     559      ✗        -            -           
74     857      ✓        0.7407       0.2703      
75     882      ✗        -            -           
76     692      ✗        -            -           
77     684      ✗        -            -           
78     463      ✗        -            -           
79     929      ✗        -            -           
80     662      ✗        -            -           
81     447      ✗        -            -           
82     561      ✗        -            -           
83     592      ✗        -            -           
84     578      ✗        -            -           
85     450      ✗        -            -           
86     686      ✗        -            -           
87     663      ✗        -            -           
88     443      ✗        -            -           
89     846      ✓        0.7778       0.2360      
90     570      ✗        -            -           
91     870      ✗        -            -           
92     228      ✗        -            -           
93     505      ✗        -            -           
94     949      ✗        -            -           
95     63       ✗        -            -           
96     666      ✗        -            -           
97     952      ✗        -            -           
98     441      ✗        -            -           
99     229      ✗        -            -           
100    1031     ✗        -            -           
101    378      ✗        -            -           
102    32       ✗        -            -           
103    182      ✗        -            -           
104    151      ✗        -            -           
105    589      ✗        -            -           
106    670      ✗        -            -           
107    446      ✗        -            -           
108    699      ✗        -            -           
109    444      ✗        -            -           
110    345      ✗        -            -           
111    658      ✗        -            -           
112    696      ✗        -            -           
113    881      ✗        -            -           
114    298      ✗        -            -           
115    938      ✗        -            -           
116    878      ✗        -            -           
117    580      ✗        -            -           
118    541      ✗        -            -           
119    603      ✗        -            -           
120    665      ✗        -            -           
121    874      ✗        -            -           
122    955      ✗        -            -           
123    583      ✗        -            -           
124    372      ✗        -            -           
125    568      ✗        -            -           
126    690      ✗        -            -           
127    942      ✗        -            -           
128    579      ✗        -            -           
129    668      ✗        -            -           
130    546      ✗        -            -           
131    941      ✗        -            -           
132    851      ✗        -            -           
133    943      ✗        -            -           
134    467      ✗        -            -           
135    623      ✗        -            -           
136    573      ✗        -            -           
137    159      ✗        -            -           
138    958      ✗        -            -           
139    875      ✗        -            -           
140    567      ✗        -            -           
141    753      ✗        -            -           
142    190      ✗        -            -           
143    595      ✗        -            -           
144    910      ✗        -            -           
145    672      ✗        -            -           
146    569      ✗        -            -           
147    862      ✓        0.8148       0.1497      
148    873      ✗        -            -           
149    566      ✓        0.8519       0.1544      
150    676      ✗        -            -           
151    149      ✗        -            -           
152    226      ✗        -            -           
153    682      ✗        -            -           
154    946      ✗        -            -           
155    751      ✗        -            -           
156    460      ✗        -            -           
157    211      ✗        -            -           
158    328      ✗        -            -           
159    1005     ✗        -            -           
160    934      ✗        -            -           
161    449      ✗        -            -           
162    935      ✗        -            -           
163    147      ✗        -            -           
164    667      ✗        -            -           
165    459      ✗        -            -           
166    528      ✗        -            -           
167    644      ✗        -            -           
168    876      ✗        -            -           
169    596      ✗        -            -           
170    501      ✗        -            -           
171    571      ✗        -            -           
172    560      ✓        0.8889       0.1395      
173    26       ✗        -            -           
174    451      ✗        -            -           
175    576      ✗        -            -           
176    911      ✗        -            -           
177    746      ✗        -            -           
178    936      ✗        -            -           
179    368      ✗        -            -           
180    534      ✗        -            -           
181    680      ✗        -            -           
182    523      ✗        -            -           
183    776      ✗        -            -           
184    764      ✗        -            -           
185    944      ✗        -            -           
186    586      ✗        -            -           
187    500      ✗        -            -           
188    572      ✗        -            -           
189    602      ✗        -            -           
190    677      ✗        -            -           
191    188      ✗        -            -           
192    683      ✗        -            -           
193    685      ✗        -            -           
194    24       ✗        -            -           
195    148      ✗        -            -           
196    574      ✗        -            -           
197    525      ✗        -            -           
198    587      ✗        -            -           
199    796      ✗        -            -           
200    681      ✗        -            -           
201    19       ✗        -            -           
202    175      ✗        -            -           
203    852      ✗        -            -           
204    877      ✗        -            -           
205    371      ✗        -            -           
206    689      ✗        -            -           
207    985      ✗        -            -           
208    251      ✗        -            -           
209    461      ✗        -            -           
210    549      ✓        0.9259       0.1190      
211    246      ✗        -            -           
212    674      ✗        -            -           
213    930      ✗        -            -           
214    601      ✗        -            -           
215    468      ✗        -            -           
216    300      ✗        -            -           
217    524      ✗        -            -           
218    440      ✗        -            -           
219    458      ✗        -            -           
220    879      ✗        -            -           
221    208      ✗        -            -           
222    81       ✗        -            -           
223    883      ✗        -            -           
224    23       ✗        -            -           
225    687      ✗        -            -           
226    295      ✗        -            -           
227    455      ✗        -            -           
228    407      ✗        -            -           
229    53       ✗        -            -           
230    255      ✗        -            -           
231    329      ✗        -            -           
232    872      ✗        -            -           
233    52       ✗        -            -           
234    156      ✗        -            -           
235    179      ✗        -            -           
236    302      ✗        -            -           
237    120      ✗        -            -           
238    297      ✗        -            -           
239    50       ✗        -            -           
240    697      ✗        -            -           
241    641      ✗        -            -           
242    134      ✗        -            -           
243    269      ✗        -            -           
244    46       ✗        -            -           
245    204      ✗        -            -           
246    49       ✗        -            -           
247    430      ✗        -            -           
248    612      ✗        -            -           
249    57       ✗        -            -           
250    165      ✗        -            -           
251    162      ✗        -            -           
252    183      ✗        -            -           
253    867      ✓        0.9630       0.1028      
254    905      ✗        -            -           
255    868      ✗        -            -           
256    772      ✗        -            -           
257    356      ✗        -            -           
258    520      ✗        -            -           
259    369      ✗        -            -           
260    889      ✗        -            -           
261    519      ✗        -            -           
262    380      ✗        -            -           
263    632      ✗        -            -           
264    962      ✗        -            -           
265    234      ✗        -            -           
266    515      ✗        -            -           
267    96       ✗        -            -           
268    265      ✗        -            -           
269    412      ✗        -            -           
270    895      ✗        -            -           
271    824      ✗        -            -           
272    18       ✗        -            -           
273    268      ✗        -            -           
274    642      ✗        -            -           
275    795      ✗        -            -           
276    192      ✗        -            -           
277    538      ✗        -            -           
278    516      ✗        -            -           
279    843      ✗        -            -           
280    296      ✗        -            -           
281    39       ✗        -            -           
282    815      ✗        -            -           
283    517      ✗        -            -           
284    377      ✗        -            -           
285    167      ✗        -            -           
286    787      ✗        -            -           
287    730      ✗        -            -           
288    346      ✗        -            -           
289    792      ✗        -            -           
290    514      ✗        -            -           
291    774      ✗        -            -           
292    79       ✗        -            -           
293    1003     ✗        -            -           
294    1023     ✗        -            -           
295    366      ✗        -            -           
296    142      ✗        -            -           
297    497      ✗        -            -           
298    907      ✗        -            -           
299    72       ✗        -            -           
300    977      ✗        -            -           
301    118      ✗        -            -           
302    126      ✗        -            -           
303    125      ✗        -            -           
304    292      ✗        -            -           
305    231      ✗        -            -           
306    522      ✗        -            -           
307    531      ✗        -            -           
308    654      ✗        -            -           
309    899      ✗        -            -           
310    506      ✗        -            -           
311    334      ✗        -            -           
312    338      ✗        -            -           
313    261      ✗        -            -           
314    770      ✗        -            -           
315    855      ✗        -            -           
316    951      ✗        -            -           
317    738      ✗        -            -           
318    270      ✗        -            -           
319    785      ✗        -            -           
320    532      ✗        -            -           
321    343      ✗        -            -           
322    832      ✗        -            -           
323    599      ✗        -            -           
324    723      ✗        -            -           
325    364      ✗        -            -           
326    97       ✗        -            -           
327    474      ✗        -            -           
328    486      ✗        -            -           
329    691      ✗        -            -           
330    272      ✗        -            -           
331    688      ✗        -            -           
332    481      ✗        -            -           
333    647      ✗        -            -           
334    308      ✗        -            -           
335    638      ✗        -            -           
336    174      ✗        -            -           
337    330      ✗        -            -           
338    605      ✗        -            -           
339    90       ✗        -            -           
340    476      ✗        -            -           
341    921      ✗        -            -           
342    945      ✗        -            -           
343    972      ✗        -            -           
344    736      ✗        -            -           
345    631      ✗        -            -           
346    258      ✗        -            -           
347    84       ✗        -            -           
348    312      ✗        -            -           
349    267      ✗        -            -           
350    14       ✗        -            -           
351    144      ✗        -            -           
352    110      ✗        -            -           
353    510      ✗        -            -           
354    133      ✗        -            -           
355    150      ✗        -            -           
356    274      ✗        -            -           
357    194      ✗        -            -           
358    1029     ✗        -            -           
359    154      ✗        -            -           
360    408      ✗        -            -           
361    490      ✗        -            -           
362    784      ✗        -            -           
363    25       ✗        -            -           
364    348      ✗        -            -           
365    469      ✗        -            -           
366    992      ✗        -            -           
367    721      ✗        -            -           
368    902      ✗        -            -           
369    65       ✗        -            -           
370    331      ✗        -            -           
371    557      ✗        -            -           
372    197      ✗        -            -           
373    980      ✗        -            -           
374    1001     ✗        -            -           
375    275      ✗        -            -           
376    379      ✗        -            -           
377    326      ✗        -            -           
378    799      ✗        -            -           
379    485      ✗        -            -           
380    243      ✗        -            -           
381    733      ✗        -            -           
382    425      ✗        -            -           
383    1        ✗        -            -           
384    2        ✗        -            -           
385    3        ✗        -            -           
386    4        ✗        -            -           
387    5        ✗        -            -           
388    6        ✗        -            -           
389    7        ✗        -            -           
390    8        ✗        -            -           
391    9        ✗        -            -           
392    10       ✗        -            -           
393    11       ✗        -            -           
394    12       ✗        -            -           
395    13       ✗        -            -           
396    15       ✗        -            -           
397    16       ✗        -            -           
398    17       ✗        -            -           
399    20       ✗        -            -           
400    21       ✗        -            -           
401    22       ✗        -            -           
402    27       ✗        -            -           
403    28       ✗        -            -           
404    30       ✗        -            -           
405    31       ✗        -            -           
406    33       ✗        -            -           
407    34       ✗        -            -           
408    35       ✗        -            -           
409    36       ✗        -            -           
410    37       ✗        -            -           
411    38       ✗        -            -           
412    40       ✗        -            -           
413    42       ✗        -            -           
414    43       ✗        -            -           
415    44       ✗        -            -           
416    45       ✗        -            -           
417    47       ✗        -            -           
418    48       ✗        -            -           
419    51       ✗        -            -           
420    54       ✗        -            -           
421    55       ✗        -            -           
422    56       ✗        -            -           
423    58       ✗        -            -           
424    59       ✗        -            -           
425    60       ✗        -            -           
426    61       ✗        -            -           
427    62       ✗        -            -           
428    64       ✗        -            -           
429    66       ✗        -            -           
430    67       ✗        -            -           
431    68       ✗        -            -           
432    69       ✗        -            -           
433    70       ✗        -            -           
434    71       ✗        -            -           
435    73       ✗        -            -           
436    74       ✗        -            -           
437    75       ✗        -            -           
438    76       ✗        -            -           
439    77       ✗        -            -           
440    78       ✗        -            -           
441    80       ✗        -            -           
442    82       ✗        -            -           
443    83       ✗        -            -           
444    85       ✗        -            -           
445    86       ✗        -            -           
446    88       ✗        -            -           
447    89       ✗        -            -           
448    91       ✗        -            -           
449    92       ✗        -            -           
450    93       ✗        -            -           
451    94       ✗        -            -           
452    95       ✗        -            -           
453    98       ✗        -            -           
454    99       ✗        -            -           
455    100      ✗        -            -           
456    101      ✗        -            -           
457    102      ✗        -            -           
458    103      ✗        -            -           
459    104      ✗        -            -           
460    105      ✗        -            -           
461    106      ✗        -            -           
462    107      ✗        -            -           
463    108      ✗        -            -           
464    109      ✗        -            -           
465    111      ✗        -            -           
466    112      ✗        -            -           
467    113      ✗        -            -           
468    114      ✗        -            -           
469    115      ✗        -            -           
470    116      ✗        -            -           
471    117      ✗        -            -           
472    119      ✗        -            -           
473    121      ✗        -            -           
474    122      ✗        -            -           
475    123      ✗        -            -           
476    124      ✗        -            -           
477    127      ✗        -            -           
478    128      ✗        -            -           
479    129      ✗        -            -           
480    130      ✗        -            -           
481    131      ✗        -            -           
482    132      ✗        -            -           
483    136      ✗        -            -           
484    137      ✗        -            -           
485    138      ✗        -            -           
486    139      ✗        -            -           
487    140      ✗        -            -           
488    141      ✗        -            -           
489    143      ✗        -            -           
490    145      ✗        -            -           
491    146      ✗        -            -           
492    152      ✗        -            -           
493    153      ✗        -            -           
494    155      ✗        -            -           
495    157      ✗        -            -           
496    158      ✗        -            -           
497    160      ✗        -            -           
498    161      ✗        -            -           
499    163      ✗        -            -           
500    164      ✗        -            -           
501    166      ✗        -            -           
502    168      ✗        -            -           
503    169      ✗        -            -           
504    170      ✗        -            -           
505    171      ✗        -            -           
506    172      ✗        -            -           
507    173      ✗        -            -           
508    176      ✗        -            -           
509    178      ✗        -            -           
510    180      ✗        -            -           
511    181      ✗        -            -           
512    184      ✗        -            -           
513    185      ✗        -            -           
514    186      ✗        -            -           
515    187      ✗        -            -           
516    189      ✗        -            -           
517    191      ✗        -            -           
518    193      ✗        -            -           
519    195      ✗        -            -           
520    196      ✗        -            -           
521    198      ✗        -            -           
522    199      ✗        -            -           
523    200      ✗        -            -           
524    201      ✗        -            -           
525    202      ✗        -            -           
526    203      ✗        -            -           
527    205      ✗        -            -           
528    206      ✗        -            -           
529    207      ✗        -            -           
530    209      ✗        -            -           
531    210      ✗        -            -           
532    212      ✗        -            -           
533    213      ✗        -            -           
534    214      ✗        -            -           
535    215      ✗        -            -           
536    216      ✗        -            -           
537    217      ✗        -            -           
538    218      ✗        -            -           
539    219      ✗        -            -           
540    220      ✗        -            -           
541    221      ✗        -            -           
542    222      ✗        -            -           
543    223      ✗        -            -           
544    224      ✗        -            -           
545    227      ✗        -            -           
546    230      ✗        -            -           
547    232      ✗        -            -           
548    233      ✗        -            -           
549    235      ✗        -            -           
550    236      ✗        -            -           
551    237      ✗        -            -           
552    238      ✗        -            -           
553    239      ✗        -            -           
554    240      ✗        -            -           
555    241      ✗        -            -           
556    242      ✗        -            -           
557    244      ✗        -            -           
558    245      ✗        -            -           
559    247      ✗        -            -           
560    248      ✗        -            -           
561    249      ✗        -            -           
562    250      ✗        -            -           
563    252      ✗        -            -           
564    253      ✗        -            -           
565    254      ✗        -            -           
566    256      ✗        -            -           
567    257      ✗        -            -           
568    259      ✗        -            -           
569    260      ✗        -            -           
570    262      ✗        -            -           
571    263      ✗        -            -           
572    264      ✗        -            -           
573    266      ✗        -            -           
574    271      ✗        -            -           
575    273      ✗        -            -           
576    276      ✗        -            -           
577    277      ✗        -            -           
578    278      ✗        -            -           
579    279      ✗        -            -           
580    280      ✗        -            -           
581    281      ✗        -            -           
582    282      ✗        -            -           
583    283      ✗        -            -           
584    284      ✗        -            -           
585    285      ✗        -            -           
586    286      ✗        -            -           
587    287      ✗        -            -           
588    288      ✗        -            -           
589    289      ✗        -            -           
590    290      ✗        -            -           
591    291      ✗        -            -           
592    293      ✗        -            -           
593    294      ✗        -            -           
594    299      ✗        -            -           
595    301      ✗        -            -           
596    303      ✗        -            -           
597    304      ✗        -            -           
598    305      ✗        -            -           
599    306      ✗        -            -           
600    307      ✗        -            -           
601    309      ✗        -            -           
602    310      ✗        -            -           
603    311      ✗        -            -           
604    313      ✗        -            -           
605    314      ✗        -            -           
606    315      ✗        -            -           
607    316      ✗        -            -           
608    317      ✗        -            -           
609    318      ✗        -            -           
610    319      ✗        -            -           
611    320      ✗        -            -           
612    321      ✗        -            -           
613    322      ✗        -            -           
614    323      ✗        -            -           
615    324      ✗        -            -           
616    325      ✗        -            -           
617    327      ✗        -            -           
618    332      ✗        -            -           
619    333      ✗        -            -           
620    335      ✗        -            -           
621    336      ✗        -            -           
622    337      ✗        -            -           
623    339      ✗        -            -           
624    340      ✗        -            -           
625    341      ✗        -            -           
626    342      ✗        -            -           
627    344      ✗        -            -           
628    347      ✗        -            -           
629    349      ✗        -            -           
630    350      ✗        -            -           
631    351      ✗        -            -           
632    352      ✗        -            -           
633    353      ✗        -            -           
634    354      ✗        -            -           
635    355      ✗        -            -           
636    357      ✗        -            -           
637    358      ✗        -            -           
638    359      ✗        -            -           
639    360      ✗        -            -           
640    361      ✗        -            -           
641    362      ✗        -            -           
642    363      ✗        -            -           
643    365      ✗        -            -           
644    367      ✗        -            -           
645    370      ✗        -            -           
646    373      ✗        -            -           
647    374      ✗        -            -           
648    375      ✗        -            -           
649    376      ✗        -            -           
650    381      ✗        -            -           
651    382      ✗        -            -           
652    383      ✗        -            -           
653    384      ✗        -            -           
654    385      ✗        -            -           
655    386      ✗        -            -           
656    387      ✗        -            -           
657    388      ✗        -            -           
658    389      ✗        -            -           
659    390      ✗        -            -           
660    391      ✗        -            -           
661    392      ✗        -            -           
662    393      ✗        -            -           
663    394      ✗        -            -           
664    395      ✗        -            -           
665    396      ✗        -            -           
666    397      ✗        -            -           
667    398      ✗        -            -           
668    399      ✗        -            -           
669    400      ✗        -            -           
670    401      ✗        -            -           
671    402      ✗        -            -           
672    403      ✗        -            -           
673    404      ✗        -            -           
674    405      ✗        -            -           
675    406      ✗        -            -           
676    409      ✗        -            -           
677    410      ✗        -            -           
678    411      ✗        -            -           
679    413      ✗        -            -           
680    414      ✗        -            -           
681    415      ✗        -            -           
682    416      ✗        -            -           
683    417      ✗        -            -           
684    418      ✗        -            -           
685    419      ✗        -            -           
686    420      ✗        -            -           
687    421      ✗        -            -           
688    422      ✗        -            -           
689    423      ✗        -            -           
690    424      ✗        -            -           
691    426      ✗        -            -           
692    427      ✗        -            -           
693    428      ✗        -            -           
694    429      ✗        -            -           
695    431      ✗        -            -           
696    432      ✗        -            -           
697    433      ✗        -            -           
698    434      ✗        -            -           
699    435      ✗        -            -           
700    436      ✗        -            -           
701    437      ✗        -            -           
702    438      ✗        -            -           
703    439      ✗        -            -           
704    445      ✗        -            -           
705    452      ✗        -            -           
706    453      ✗        -            -           
707    454      ✗        -            -           
708    456      ✗        -            -           
709    462      ✗        -            -           
710    464      ✗        -            -           
711    465      ✗        -            -           
712    466      ✗        -            -           
713    470      ✗        -            -           
714    471      ✗        -            -           
715    472      ✗        -            -           
716    473      ✗        -            -           
717    475      ✗        -            -           
718    477      ✗        -            -           
719    478      ✗        -            -           
720    479      ✗        -            -           
721    480      ✗        -            -           
722    482      ✗        -            -           
723    483      ✗        -            -           
724    484      ✗        -            -           
725    487      ✗        -            -           
726    488      ✗        -            -           
727    489      ✗        -            -           
728    491      ✗        -            -           
729    492      ✗        -            -           
730    493      ✗        -            -           
731    494      ✗        -            -           
732    495      ✗        -            -           
