========================================================================================================================
RÉSULTATS BIR_Sans_Apprentissage - ÉVALUATION COMPLÈTE
========================================================================================================================

========================================================================================================================
📈 MÉTRIQUES GLOBALES MOYENNES
========================================================================================================================
MAP (Mean Average Precision):        0.4749
MAP Interpolée:                      0.4952
Mean P@5:                            0.6867
Mean P@10:                           0.5833
Mean R-Precision:                    0.4589
MRR (Mean Reciprocal Rank):          0.7854
Mean DCG@20:                         50.4138
Mean nDCG@20:                        1.0000
========================================================================================================================

========================================================================================================================
REQUÊTE 1
========================================================================================================================
Documents pertinents (R): 37
Documents pertinents trouvés: 37

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0358
F-Mesure:            0.0692
P@5:                 0.8000
P@10:                0.9000
R-Precision:         0.5135
Reciprocal Rank:     1.0000
Average Precision:   0.7275
AP Interpolée:       0.7844
DCG@20:              24.7694
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
426    61       ✗        -            -           
427    62       ✗        -            -           
428    64       ✗        -            -           
429    66       ✗        -            -           
430    67       ✗        -            -           
431    68       ✗        -            -           
432    69       ✗        -            -           
433    70       ✗        -            -           
434    71       ✗        -            -           
435    73       ✗        -            -           
436    74       ✗        -            -           
437    75       ✗        -            -           
438    76       ✗        -            -           
439    77       ✗        -            -           
440    78       ✗        -            -           
441    80       ✗        -            -           
442    82       ✗        -            -           
443    83       ✗        -            -           
444    85       ✗        -            -           
445    86       ✗        -            -           
446    88       ✗        -            -           
447    89       ✗        -            -           
448    91       ✗        -            -           
449    92       ✗        -            -           
450    93       ✗        -            -           
451    94       ✗        -            -           
452    95       ✗        -            -           
453    98       ✗        -            -           
454    99       ✗        -            -           
455    100      ✗        -            -           
456    101      ✗        -            -           
457    102      ✗        -            -           
458    103      ✗        -            -           
459    104      ✗        -            -           
460    105      ✗        -            -           
461    106      ✗        -            -           
462    107      ✗        -            -           
463    108      ✗        -            -           
464    109      ✗        -            -           
465    111      ✗        -            -           
466    112      ✗        -            -           
467    113      ✗        -            -           
468    114      ✗        -            -           
469    115      ✗        -            -           
470    116      ✗        -            -           
471    117      ✗        -            -           
472    119      ✗        -            -           
473    121      ✗        -            -           
474    122      ✗        -            -           
475    123      ✗        -            -           
476    124      ✗        -            -           
477    127      ✗        -            -           
478    128      ✗        -            -           
479    129      ✗        -            -           
480    130      ✗        -            -           
481    131      ✗        -            -           
482    132      ✗        -            -           
483    136      ✗        -            -           
484    137      ✗        -            -           
485    138      ✗        -            -           
486    139      ✗        -            -           
487    140      ✗        -            -           
488    141      ✗        -            -           
489    143      ✗        -            -           
490    145      ✗        -            -           
491    146      ✗        -            -           
492    152      ✗        -            -           
493    153      ✗        -            -           
494    155      ✗        -            -           
495    157      ✗        -            -           
496    158      ✗        -            -           
497    160      ✗        -            -           
498    161      ✗        -            -           
499    163      ✗        -            -           
500    164      ✗        -            -           
501    166      ✗        -            -           
502    168      ✗        -            -           
503    169      ✗        -            -           
504    170      ✗        -            -           
505    171      ✗        -            -           
506    172      ✗        -            -           
507    173      ✗        -            -           
508    176      ✗        -            -           
509    178      ✗        -            -           
510    180      ✗        -            -           
511    181      ✗        -            -           
512    184      ✗        -            -           
513    185      ✗        -            -           
514    186      ✗        -            -           
515    187      ✗        -            -           
516    189      ✗        -            -           
517    191      ✗        -            -           
518    193      ✗        -            -           
519    195      ✗        -            -           
520    196      ✗        -            -           
521    198      ✗        -            -           
522    199      ✗        -            -           
523    200      ✗        -            -           
524    201      ✗        -            -           
525    202      ✗        -            -           
526    203      ✗        -            -           
527    205      ✗        -            -           
528    206      ✗        -            -           
529    207      ✗        -            -           
530    209      ✗        -            -           
531    210      ✗        -            -           
532    212      ✗        -            -           
533    213      ✗        -            -           
534    214      ✗        -            -           
535    215      ✗        -            -           
536    216      ✗        -            -           
537    217      ✗        -            -           
538    218      ✗        -            -           
539    219      ✗        -            -           
540    220      ✗        -            -           
541    221      ✗        -            -           
542    222      ✗        -            -           
543    223      ✗        -            -           
544    224      ✗        -            -           
545    227      ✗        -            -           
546    230      ✗        -            -           
547    232      ✗        -            -           
548    233      ✗        -            -           
549    235      ✗        -            -           
550    236      ✗        -            -           
551    237      ✗        -            -           
552    238      ✗        -            -           
553    239      ✗        -            -           
554    240      ✗        -            -           
555    241      ✗        -            -           
556    242      ✗        -            -           
557    244      ✗        -            -           
558    245      ✗        -            -           
559    247      ✗        -            -           
560    248      ✗        -            -           
561    249      ✗        -            -           
562    250      ✗        -            -           
563    252      ✗        -            -           
564    253      ✗        -            -           
565    254      ✗        -            -           
566    256      ✗        -            -           
567    257      ✗        -            -           
568    259      ✗        -            -           
569    260      ✗        -            -           
570    262      ✗        -            -           
571    263      ✗        -            -           
572    264      ✗        -            -           
573    266      ✗        -            -           
574    271      ✗        -            -           
575    273      ✗        -            -           
576    276      ✗        -            -           
577    277      ✗        -            -           
578    278      ✗        -            -           
579    279      ✗        -            -           
580    280      ✗        -            -           
581    281      ✗        -            -           
582    282      ✗        -            -           
583    283      ✗        -            -           
584    284      ✗        -            -           
585    285      ✗        -            -           
586    286      ✗        -            -           
587    287      ✗        -            -           
588    288      ✗        -            -           
589    289      ✗        -            -           
590    290      ✗        -            -           
591    291      ✗        -            -           
592    293      ✗        -            -           
593    294      ✗        -            -           
594    299      ✗        -            -           
595    301      ✗        -            -           
596    303      ✗        -            -           
597    304      ✗        -            -           
598    305      ✗        -            -           
599    306      ✗        -            -           
600    307      ✗        -            -           
601    309      ✗        -            -           
602    310      ✗        -            -           
603    311      ✗        -            -           
604    313      ✗        -            -           
605    314      ✗        -            -           
606    315      ✗        -            -           
607    316      ✗        -            -           
608    317      ✗        -            -           
609    318      ✗        -            -           
610    319      ✗        -            -           
611    320      ✗        -            -           
612    321      ✗        -            -           
613    322      ✗        -            -           
614    323      ✗        -            -           
615    324      ✗        -            -           
616    325      ✗        -            -           
617    327      ✗        -            -           
618    332      ✗        -            -           
619    333      ✗        -            -           
620    335      ✗        -            -           
621    336      ✗        -            -           
622    337      ✗        -            -           
623    339      ✗        -            -           
624    340      ✗        -            -           
625    341      ✗        -            -           
626    342      ✗        -            -           
627    344      ✗        -            -           
628    347      ✗        -            -           
629    349      ✗        -            -           
630    350      ✗        -            -           
631    351      ✗        -            -           
632    352      ✗        -            -           
633    353      ✗        -            -           
634    354      ✗        -            -           
635    355      ✗        -            -           
636    357      ✗        -            -           
637    358      ✗        -            -           
638    359      ✗        -            -           
639    360      ✗        -            -           
640    361      ✗        -            -           
641    362      ✗        -            -           
642    363      ✗        -            -           
643    365      ✗        -            -           
644    367      ✗        -            -           
645    370      ✗        -            -           
646    373      ✗        -            -           
647    374      ✗        -            -           
648    375      ✗        -            -           
649    376      ✗        -            -           
650    381      ✗        -            -           
651    382      ✗        -            -           
652    383      ✗        -            -           
653    384      ✗        -            -           
654    385      ✗        -            -           
655    386      ✗        -            -           
656    387      ✗        -            -           
657    388      ✗        -            -           
658    389      ✗        -            -           
659    390      ✗        -            -           
660    391      ✗        -            -           
661    392      ✗        -            -           
662    393      ✗        -            -           
663    394      ✗        -            -           
664    395      ✗        -            -           
665    396      ✗        -            -           
666    397      ✗        -            -           
667    398      ✗        -            -           
668    399      ✗        -            -           
669    400      ✗        -            -           
670    401      ✗        -            -           
671    402      ✗        -            -           
672    403      ✗        -            -           
673    404      ✗        -            -           
674    405      ✗        -            -           
675    406      ✗        -            -           
676    409      ✗        -            -           
677    410      ✗        -            -           
678    411      ✗        -            -           
679    413      ✗        -            -           
680    414      ✗        -            -           
681    415      ✗        -            -           
682    416      ✗        -            -           
683    417      ✗        -            -           
684    418      ✗        -            -           
685    419      ✗        -            -           
686    420      ✗        -            -           
687    421      ✗        -            -           
688    422      ✗        -            -           
689    423      ✗        -            -           
690    424      ✗        -            -           
691    426      ✗        -            -           
692    427      ✗        -            -           
693    428      ✗        -            -           
694    429      ✗        -            -           
695    431      ✗        -            -           
696    432      ✗        -            -           
697    433      ✗        -            -           
698    434      ✗        -            -           
699    435      ✗        -            -           
700    436      ✗        -            -           
701    437      ✗        -            -           
702    438      ✗        -            -           
703    439      ✗        -            -           
704    445      ✗        -            -           
705    452      ✗        -            -           
706    453      ✗        -            -           
707    454      ✗        -            -           
708    456      ✗        -            -           
709    462      ✗        -            -           
710    464      ✗        -            -           
711    465      ✗        -            -           
712    466      ✗        -            -           
713    470      ✗        -            -           
714    471      ✗        -            -           
715    472      ✗        -            -           
716    473      ✗        -            -           
717    475      ✗        -            -           
718    477      ✗        -            -           
719    478      ✗        -            -           
720    479      ✗        -            -           
721    480      ✗        -            -           
722    482      ✗        -            -           
723    483      ✗        -            -           
724    484      ✗        -            -           
725    487      ✗        -            -           
726    488      ✗        -            -           
727    489      ✗        -            -           
728    491      ✗        -            -           
729    492      ✗        -            -           
730    493      ✗        -            -           
731    494      ✗        -            -           
732    495      ✗        -            -           
733    496      ✗        -            -           
734    498      ✗        -            -           
735    499      ✗        -            -           
736    502      ✗        -            -           
737    503      ✗        -            -           
738    504      ✗        -            -           
739    507      ✗        -            -           
740    508      ✗        -            -           
741    509      ✗        -            -           
742    511      ✗        -            -           
743    512      ✗        -            -           
744    513      ✗        -            -           
745    521      ✗        -            -           
746    526      ✗        -            -           
747    527      ✗        -            -           
748    529      ✗        -            -           
749    530      ✗        -            -           
750    533      ✗        -            -           
751    535      ✗        -            -           
752    536      ✗        -            -           
753    537      ✗        -            -           
754    539      ✗        -            -           
755    540      ✗        -            -           
756    542      ✗        -            -           
757    543      ✗        -            -           
758    565      ✓        1.0000       0.0356      
759    575      ✗        -            -           
760    604      ✗        -            -           
761    606      ✗        -            -           
762    607      ✗        -            -           
763    608      ✗        -            -           
764    609      ✗        -            -           
765    610      ✗        -            -           
766    611      ✗        -            -           
767    613      ✗        -            -           
768    614      ✗        -            -           
769    615      ✗        -            -           
770    616      ✗        -            -           
771    617      ✗        -            -           
772    618      ✗        -            -           
773    619      ✗        -            -           
774    620      ✗        -            -           
775    621      ✗        -            -           
776    622      ✗        -            -           
777    624      ✗        -            -           
778    625      ✗        -            -           
779    626      ✗        -            -           
780    627      ✗        -            -           
781    628      ✗        -            -           
782    629      ✗        -            -           
783    630      ✗        -            -           
784    633      ✗        -            -           
785    634      ✗        -            -           
786    635      ✗        -            -           
787    636      ✗        -            -           
788    637      ✗        -            -           
789    639      ✗        -            -           
790    640      ✗        -            -           
791    643      ✗        -            -           
792    645      ✗        -            -           
793    646      ✗        -            -           
794    648      ✗        -            -           
795    649      ✗        -            -           
796    650      ✗        -            -           
797    651      ✗        -            -           
798    652      ✗        -            -           
799    653      ✗        -            -           
800    655      ✗        -            -           
801    656      ✗        -            -           
802    657      ✗        -            -           
803    659      ✗        -            -           
804    660      ✗        -            -           
805    664      ✗        -            -           
806    669      ✗        -            -           
807    679      ✗        -            -           
808    693      ✗        -            -           
809    700      ✗        -            -           
810    701      ✗        -            -           
811    702      ✗        -            -           
812    703      ✗        -            -           
813    704      ✗        -            -           
814    705      ✗        -            -           
815    706      ✗        -            -           
816    707      ✗        -            -           
817    708      ✗        -            -           
818    709      ✗        -            -           
819    710      ✗        -            -           
820    711      ✗        -            -           
821    712      ✗        -            -           
822    713      ✗        -            -           
823    714      ✗        -            -           
824    715      ✗        -            -           
825    716      ✗        -            -           
826    717      ✗        -            -           
827    718      ✗        -            -           
828    719      ✗        -            -           
829    720      ✗        -            -           
830    722      ✗        -            -           
831    724      ✗        -            -           
832    726      ✗        -            -           
833    727      ✗        -            -           
834    728      ✗        -            -           
835    729      ✗        -            -           
836    731      ✗        -            -           
837    732      ✗        -            -           
838    734      ✗        -            -           
839    735      ✗        -            -           
840    737      ✗        -            -           
841    739      ✗        -            -           
842    740      ✗        -            -           
843    741      ✗        -            -           
844    742      ✗        -            -           
845    743      ✗        -            -           
846    744      ✗        -            -           
847    747      ✗        -            -           
848    748      ✗        -            -           
849    749      ✗        -            -           
850    750      ✗        -            -           
851    752      ✗        -            -           
852    754      ✗        -            -           
853    755      ✗        -            -           
854    756      ✗        -            -           
855    757      ✗        -            -           
856    758      ✗        -            -           
857    759      ✗        -            -           
858    760      ✗        -            -           
859    761      ✗        -            -           
860    762      ✗        -            -           
861    763      ✗        -            -           
862    765      ✗        -            -           
863    766      ✗        -            -           
864    767      ✗        -            -           
865    768      ✗        -            -           
866    769      ✗        -            -           
867    771      ✗        -            -           
868    773      ✗        -            -           
869    777      ✗        -            -           
870    778      ✗        -            -           
871    779      ✗        -            -           
872    780      ✗        -            -           
873    781      ✗        -            -           
874    782      ✗        -            -           
875    783      ✗        -            -           
876    786      ✗        -            -           
877    788      ✗        -            -           
878    789      ✗        -            -           
879    790      ✗        -            -           
880    791      ✗        -            -           
881    793      ✗        -            -           
882    794      ✗        -            -           
883    797      ✗        -            -           
884    798      ✗        -            -           
885    800      ✗        -            -           
886    801      ✗        -            -           
887    802      ✗        -            -           
888    803      ✗        -            -           
889    804      ✗        -            -           
890    805      ✗        -            -           
891    806      ✗        -            -           
892    807      ✗        -            -           
893    808      ✗        -            -           
894    809      ✗        -            -           
895    810      ✗        -            -           
896    811      ✗        -            -           
897    812      ✗        -            -           
898    813      ✗        -            -           
899    814      ✗        -            -           
900    816      ✗        -            -           
901    817      ✗        -            -           
902    818      ✗        -            -           
903    819      ✗        -            -           
904    820      ✗        -            -           
905    821      ✗        -            -           
906    822      ✗        -            -           
907    823      ✗        -            -           
908    825      ✗        -            -           
909    826      ✗        -            -           
910    827      ✗        -            -           
911    828      ✗        -            -           
912    829      ✗        -            -           
913    830      ✗        -            -           
914    831      ✗        -            -           
915    833      ✗        -            -           
916    834      ✗        -            -           
917    835      ✗        -            -           
918    836      ✗        -            -           
919    837      ✗        -            -           
920    838      ✗        -            -           
921    839      ✗        -            -           
922    840      ✗        -            -           
923    841      ✗        -            -           
924    842      ✗        -            -           
925    849      ✗        -            -           
926    853      ✗        -            -           
927    871      ✗        -            -           
928    884      ✗        -            -           
929    885      ✗        -            -           
930    886      ✗        -            -           
931    887      ✗        -            -           
932    888      ✗        -            -           
933    890      ✗        -            -           
934    891      ✗        -            -           
935    892      ✗        -            -           
936    893      ✗        -            -           
937    894      ✗        -            -           
938    896      ✗        -            -           
939    897      ✗        -            -           
940    898      ✗        -            -           
941    900      ✗        -            -           
942    901      ✗        -            -           
943    903      ✗        -            -           
944    904      ✗        -            -           
945    906      ✗        -            -           
946    908      ✗        -            -           
947    909      ✗        -            -           
948    912      ✗        -            -           
949    913      ✗        -            -           
950    914      ✗        -            -           
951    915      ✗        -            -           
952    916      ✗        -            -           
953    917      ✗        -            -           
954    918      ✗        -            -           
955    919      ✗        -            -           
956    920      ✗        -            -           
957    922      ✗        -            -           
958    923      ✗        -            -           
959    924      ✗        -            -           
960    925      ✗        -            -           
961    926      ✗        -            -           
962    927      ✗        -            -           
963    928      ✗        -            -           
964    931      ✗        -            -           
965    933      ✗        -            -           
966    937      ✗        -            -           
967    939      ✗        -            -           
968    948      ✗        -            -           
969    953      ✗        -            -           
970    954      ✗        -            -           
971    956      ✗        -            -           
972    957      ✗        -            -           
973    959      ✗        -            -           
974    960      ✗        -            -           
975    961      ✗        -            -           
976    963      ✗        -            -           
977    964      ✗        -            -           
978    965      ✗        -            -           
979    966      ✗        -            -           
980    967      ✗        -            -           
981    968      ✗        -            -           
982    969      ✗        -            -           
983    970      ✗        -            -           
984    971      ✗        -            -           
985    973      ✗        -            -           
986    974      ✗        -            -           
987    975      ✗        -            -           
988    976      ✗        -            -           
989    978      ✗        -            -           
990    979      ✗        -            -           
991    981      ✗        -            -           
992    982      ✗        -            -           
993    983      ✗        -            -           
994    984      ✗        -            -           
995    986      ✗        -            -           
996    987      ✗        -            -           
997    988      ✗        -            -           
998    989      ✗        -            -           
999    990      ✗        -            -           
1000   991      ✗        -            -           
1001   993      ✗        -            -           
1002   994      ✗        -            -           
1003   995      ✗        -            -           
1004   996      ✗        -            -           
1005   997      ✗        -            -           
1006   998      ✗        -            -           
1007   999      ✗        -            -           
1008   1000     ✗        -            -           
1009   1002     ✗        -            -           
1010   1004     ✗        -            -           
1011   1007     ✗        -            -           
1012   1008     ✗        -            -           
1013   1009     ✗        -            -           
1014   1010     ✗        -            -           
1015   1011     ✗        -            -           
1016   1012     ✗        -            -           
1017   1013     ✗        -            -           
1018   1014     ✗        -            -           
1019   1015     ✗        -            -           
1020   1016     ✗        -            -           
1021   1017     ✗        -            -           
1022   1019     ✗        -            -           
1023   1020     ✗        -            -           
1024   1021     ✗        -            -           
1025   1022     ✗        -            -           
1026   1024     ✗        -            -           
1027   1025     ✗        -            -           
1028   1026     ✗        -            -           
1029   1027     ✗        -            -           
1030   1028     ✗        -            -           
1031   1030     ✗        -            -           
1032   1032     ✗        -            -           
1033   1033     ✗        -            -           


========================================================================================================================
REQUÊTE 20
========================================================================================================================
Documents pertinents (R): 39
Documents pertinents trouvés: 39

MÉTRIQUES:
------------------------------------------------------------------------------------------------------------------------
Rappel:              1.0000
Précision:           0.0378
F-Mesure:            0.0728
P@5:                 0.4000
P@10:                0.2000
R-Precision:         0.2051
Reciprocal Rank:     0.3333
Average Precision:   0.1743
AP Interpolée:       0.1931
DCG@20:              73.5170
nDCG@20:             1.0000

CLASSEMENT COMPLET:
------------------------------------------------------------------------------------------------------------------------
Rang   Doc      Pert.    Rappel       Précision   
------------------------------------------------------------------------------------------------------------------------
1      865      ✗        -            -           
2      711      ✗        -            -           
3      596      ✓        0.0256       0.3333      
4      879      ✓        0.0513       0.5000      
5      427      ✗        -            -           
6      658      ✗        -            -           
7      208      ✗        -            -           
8      758      ✗        -            -           
9      592      ✗        -            -           
10     177      ✗        -            -           
11     860      ✗        -            -           
12     581      ✓        0.0769       0.2500      
13     1024     ✗        -            -           
14     428      ✗        -            -           
15     589      ✓        0.1026       0.2667      
16     877      ✓        0.1282       0.3125      
17     436      ✗        -            -           
18     992      ✗        -            -           
19     876      ✓        0.1538       0.3158      
20     24       ✗        -            -           
21     26       ✗        -            -           
22     375      ✗        -            -           
23     274      ✗        -            -           
24     858      ✗        -            -           
25     872      ✓        0.1795       0.2800      
26     579      ✗        -            -           
27     424      ✗        -            -           
28     429      ✗        -            -           
29     60       ✗        -            -           
30     722      ✗        -            -           
31     81       ✗        -            -           
32     438      ✗        -            -           
33     586      ✗        -            -           
34     582      ✗        -            -           
35     700      ✗        -            -           
36     857      ✗        -            -           
37     859      ✗        -            -           
38     597      ✓        0.2051       0.2105      
39     562      ✗        -            -           
40     100      ✗        -            -           
41     569      ✗        -            -           
42     280      ✗        -            -           
43     603      ✗        -            -           
44     878      ✓        0.2308       0.2045      
45     52       ✗        -            -           
46     265      ✗        -            -           
47     430      ✗        -            -           
48     862      ✗        -            -           
49     588      ✓        0.2564       0.2041      
50     584      ✓        0.2821       0.2200      
51     602      ✓        0.3077       0.2353      
52     631      ✗        -            -           
53     638      ✗        -            -           
54     673      ✗        -            -           
55     250      ✗        -            -           
56     891      ✗        -            -           
57     378      ✗        -            -           
58     61       ✗        -            -           
59     123      ✗        -            -           
60     262      ✗        -            -           
61     264      ✗        -            -           
62     266      ✗        -            -           
63     426      ✗        -            -           
64     431      ✗        -            -           
65     432      ✗        -            -           
66     433      ✗        -            -           
67     434      ✗        -            -           
68     435      ✗        -            -           
69     437      ✗        -            -           
70     648      ✗        -            -           
71     1028     ✗        -            -           
72     518      ✗        -            -           
73     654      ✗        -            -           
74     843      ✗        -            -           
75     844      ✗        -            -           
76     861      ✗        -            -           
77     460      ✗        -            -           
78     875      ✓        0.3333       0.1667      
79     932      ✗        -            -           
80     425      ✗        -            -           
81     35       ✗        -            -           
82     604      ✗        -            -           
83     545      ✗        -            -           
84     214      ✗        -            -           
85     570      ✓        0.3590       0.1647      
86     880      ✓        0.3846       0.1744      
87     107      ✗        -            -           
88     20       ✗        -            -           
89     42       ✗        -            -           
90     130      ✗        -            -           
91     754      ✗        -            -           
92     825      ✗        -            -           
93     866      ✗        -            -           
94     1026     ✗        -            -           
95     331      ✗        -            -           
96     701      ✗        -            -           
97     600      ✗        -            -           
98     234      ✗        -            -           
99     748      ✗        -            -           
100    922      ✗        -            -           
101    1033     ✗        -            -           
102    883      ✓        0.4103       0.1569      
103    968      ✗        -            -           
104    536      ✗        -            -           
105    284      ✗        -            -           
106    286      ✗        -            -           
107    577      ✓        0.4359       0.1589      
108    446      ✗        -            -           
109    874      ✓        0.4615       0.1651      
110    239      ✗        -            -           
111    905      ✗        -            -           
112    599      ✓        0.4872       0.1696      
113    453      ✗        -            -           
114    908      ✗        -            -           
115    572      ✗        -            -           
116    275      ✗        -            -           
117    534      ✗        -            -           
118    473      ✗        -            -           
119    117      ✗        -            -           
120    246      ✗        -            -           
121    335      ✗        -            -           
122    370      ✗        -            -           
123    455      ✗        -            -           
124    1027     ✗        -            -           
125    287      ✗        -            -           
126    688      ✗        -            -           
127    989      ✗        -            -           
128    283      ✗        -            -           
129    543      ✗        -            -           
130    585      ✓        0.5128       0.1538      
131    591      ✗        -            -           
132    358      ✗        -            -           
133    532      ✗        -            -           
134    661      ✗        -            -           
135    853      ✗        -            -           
136    576      ✓        0.5385       0.1544      
137    14       ✗        -            -           
138    674      ✗        -            -           
139    421      ✗        -            -           
140    462      ✗        -            -           
141    158      ✗        -            -           
142    205      ✗        -            -           
143    382      ✗        -            -           
144    652      ✗        -            -           
145    571      ✓        0.5641       0.1517      
146    517      ✗        -            -           
147    696      ✗        -            -           
148    148      ✗        -            -           
149    97       ✗        -            -           
150    258      ✗        -            -           
151    364      ✗        -            -           
152    514      ✗        -            -           
153    65       ✗        -            -           
154    272      ✗        -            -           
155    575      ✓        0.5897       0.1484      
156    641      ✗        -            -           
157    578      ✓        0.6154       0.1529      
158    881      ✗        -            -           
159    56       ✗        -            -           
160    98       ✗        -            -           
161    726      ✗        -            -           
162    887      ✗        -            -           
163    715      ✗        -            -           
164    590      ✓        0.6410       0.1524      
165    206      ✗        -            -           
166    223      ✗        -            -           
167    664      ✗        -            -           
168    869      ✓        0.6667       0.1548      
169    873      ✓        0.6923       0.1598      
170    547      ✗        -            -           
171    213      ✗        -            -           
172    900      ✗        -            -           
173    1008     ✗        -            -           
174    459      ✗        -            -           
175    558      ✗        -            -           
176    159      ✗        -            -           
177    268      ✗        -            -           
178    334      ✗        -            -           
179    348      ✗        -            -           
180    366      ✗        -            -           
181    380      ✗        -            -           
182    519      ✗        -            -           
183    557      ✗        -            -           
184    854      ✗        -            -           
185    980      ✗        -            -           
186    179      ✗        -            -           
187    776      ✗        -            -           
188    784      ✗        -            -           
189    218      ✗        -            -           
190    371      ✗        -            -           
191    372      ✗        -            -           
192    451      ✗        -            -           
193    669      ✗        -            -           
194    780      ✗        -            -           
195    841      ✗        -            -           
196    71       ✗        -            -           
197    172      ✗        -            -           
198    1009     ✗        -            -           
199    1017     ✗        -            -           
200    556      ✗        -            -           
201    254      ✗        -            -           
202    197      ✗        -            -           
203    647      ✗        -            -           
204    142      ✗        -            -           
205    684      ✗        -            -           
206    29       ✗        -            -           
207    75       ✗        -            -           
208    203      ✗        -            -           
209    657      ✗        -            -           
210    651      ✗        -            -           
211    796      ✗        -            -           
212    775      ✗        -            -           
213    593      ✓        0.7179       0.1315      
214    137      ✗        -            -           
215    913      ✗        -            -           
216    329      ✗        -            -           
217    595      ✓        0.7436       0.1336      
218    201      ✗        -            -           
219    325      ✗        -            -           
220    816      ✗        -            -           
221    850      ✗        -            -           
